Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
     1165,4.032     ,-2.18     ,0.153     ,0.0152    ,     10000
     1166,4.032     ,-1.39     ,0.153     ,0.0163    ,     10000
     1167,2.095     ,-0.79     ,1.091     ,0.0347    ,     10000
     1168,1.587     ,-0.20     ,0.037     ,0.0184    ,     10000
     1169,2.889     ,1.19      ,0.204     ,0.0467    ,     10000
     1170,4.032     ,1.79      ,0.667     ,0.0554    ,     10000
     1171,4.032     ,3.57      ,-0.104    ,0.0576    ,     10000
     1172,4.032     ,1.98      ,0.320     ,0.0456    ,     10000
     1173,4.032     ,-3.17     ,0.564     ,0.0326    ,     10000
     1174,2.635     ,0.20      ,0.050     ,0.0304    ,     10000
     1175,0.286     ,0.00      ,0.217     ,0.0424    ,     10000
     1176,0.127     ,1.59      ,0.166     ,0.0434    ,     10000
     1177,0.698     ,-0.79     ,0.281     ,0.0445    ,     10000
     1178,3.413     ,-0.99     ,0.590     ,0.0685    ,     10000
     1179,4.032     ,0.79      ,0.127     ,0.0587    ,     10000
     1180,4.032     ,2.98      ,0.500     ,0.0695    ,     10000
     1181,4.032     ,0.60      ,0.217     ,0.0456    ,     10000
     1182,2.857     ,-0.60     ,0.320     ,0.0521    ,     10000
     1183,1.556     ,1.39      ,0.551     ,0.0543    ,     10000
     1184,0.778     ,-2.38     ,0.256     ,0.0358    ,     10000
     1185,1.508     ,-2.38     ,0.474     ,0.0663    ,     10000
     1186,3.349     ,4.17      ,0.269     ,0.0695    ,     10000
     1187,4.032     ,0.60      ,0.359     ,0.0793    ,     10000
     1188,4.032     ,1.39      ,0.281     ,0.0467    ,     10000
     1189,4.032     ,1.19      ,0.307     ,0.0532    ,     10000
     1190,4.032     ,0.99      ,0.449     ,0.0391    ,     10000
     1191,2.587     ,-0.60     ,0.243     ,0.0565    ,     10000
     1192,2.127     ,0.00      ,0.089     ,0.0511    ,     10000
     1193,2.397     ,3.17      ,0.217     ,0.0543    ,     10000
     1194,3.857     ,2.78      ,0.191     ,0.0467    ,     10000
     1195,4.032     ,4.17      ,0.166     ,0.0511    ,     10000
     1196,4.032     ,3.37      ,0.269     ,0.0456    ,     10000
     1197,4.032     ,-1.39     ,0.153     ,0.0391    ,     10000
     1198,4.032     ,0.00      ,0.384     ,0.0478    ,     10000
     1199,4.032     ,-0.79     ,0.294     ,0.0434    ,     10000
     1200,3.317     ,1.19      ,0.307     ,0.0337    ,     10000
     1201,3.254     ,-1.59     ,0.384     ,0.0260    ,     10000
     1202,4.032     ,0.40      ,0.384     ,0.0380    ,     10000
     1203,4.032     ,1.59      ,0.359     ,0.0413    ,     10000
     1204,4.032     ,-0.99     ,0.320     ,0.0489    ,     10000
     1205,4.032     ,1.79      ,0.397     ,0.0402    ,     10000
     1206,4.032     ,-2.38     ,0.539     ,0.0358    ,     10000
     1207,4.032     ,-2.18     ,0.243     ,0.0326    ,     10000
     1208,4.032     ,-1.79     ,0.076     ,0.0347    ,     10000
     1209,3.984     ,-0.20     ,0.371     ,0.0239    ,     10000
     1210,4.032     ,3.77      ,0.513     ,0.0337    ,     10000
     1211,4.032     ,-0.20     ,0.333     ,0.0467    ,     10000
     1212,4.032     ,2.58      ,0.384     ,0.0413    ,     10000
     1213,4.032     ,2.78      ,0.191     ,0.0337    ,     10000
     1214,4.032     ,0.60      ,0.410     ,0.0304    ,     10000
     1215,4.032     ,-0.20     ,0.153     ,0.0271    ,     10000
     1216,4.032     ,1.59      ,0.307     ,0.0206    ,     10000
     1217,4.032     ,1.98      ,0.153     ,0.0195    ,     10000
     1218,4.032     ,-0.40     ,0.410     ,0.0413    ,     10000
     1219,4.032     ,0.40      ,0.230     ,0.0391    ,     10000
     1220,4.032     ,0.79      ,0.204     ,0.0489    ,     10000
     1221,4.032     ,0.79      ,0.127     ,0.0424    ,     10000
     1222,4.032     ,-2.18     ,0.230     ,0.0293    ,     10000
     1223,4.032     ,-0.79     ,0.333     ,0.0304    ,     10000
     1224,4.032     ,1.19      ,0.243     ,0.0304    ,     10000
     1225,4.032     ,0.60      ,0.320     ,0.0260    ,     10000
     1226,4.032     ,0.40      ,0.359     ,0.0521    ,     10000
     1227,4.032     ,-0.99     ,0.101     ,0.0532    ,     10000
     1228,4.032     ,0.79      ,0.384     ,0.0391    ,     10000
     1229,4.032     ,2.18      ,0.204     ,0.0347    ,     10000
     1230,4.032     ,1.98      ,0.269     ,0.0239    ,     10000
     1231,4.032     ,-1.98     ,0.243     ,0.0402    ,     10000
     1232,4.032     ,0.00      ,0.333     ,0.0108    ,     10000
     1233,4.032     ,-0.79     ,0.063     ,0.0304    ,     10000
     1234,4.032     ,-1.39     ,0.359     ,0.0391    ,     10000
     1235,4.032     ,-1.19     ,0.217     ,0.0467    ,     10000
     1236,4.032     ,-1.19     ,0.294     ,0.0391    ,     10000
     1237,4.032     ,4.96      ,0.410     ,0.0554    ,     10000
     1238,4.032     ,0.99      ,0.449     ,0.0652    ,     10000
     1239,4.032     ,-2.98     ,0.294     ,0.0445    ,     10000
     1240,4.032     ,0.00      ,0.449     ,0.0260    ,     10000
     1241,3.810     ,1.59      ,0.307     ,0.0456    ,     10000
     1242,3.810     ,-0.40     ,0.461     ,0.0228    ,     10000
     1243,4.032     ,-0.60     ,0.333     ,0.0434    ,     10000
     1244,4.032     ,-0.60     ,0.153     ,0.0358    ,     10000
     1245,4.032     ,2.78      ,0.359     ,0.0587    ,     10000
     1246,4.032     ,2.38      ,0.281     ,0.0424    ,     10000
     1247,4.032     ,-1.79     ,0.371     ,0.0402    ,     10000
     1248,4.032     ,-0.60     ,0.346     ,0.0391    ,     10000
     1249,4.032     ,0.60      ,0.346     ,0.0521    ,     10000
     1250,4.032     ,1.19      ,0.294     ,0.0445    ,     10000
     1251,4.032     ,-1.19     ,0.089     ,0.0695    ,     10000
     1252,4.032     ,-2.98     ,0.256     ,0.0369    ,     10000
     1253,4.032     ,4.37      ,0.256     ,0.0739    ,     10000
     1254,4.032     ,0.60      ,0.320     ,0.0521    ,     10000
     1255,4.032     ,-1.98     ,0.256     ,0.0315    ,     10000
     1256,4.032     ,-3.17     ,0.230     ,0.0326    ,     10000
     1257,4.032     ,-0.79     ,0.076     ,0.0445    ,     10000
     1258,4.032     ,0.40      ,0.436     ,0.0369    ,     10000
     1259,4.032     ,0.60      ,0.256     ,0.0598    ,     10000
     1260,4.032     ,1.19      ,0.127     ,0.0304    ,     10000
     1261,4.032     ,1.39      ,0.410     ,0.0424    ,     10000
     1262,4.032     ,0.79      ,0.359     ,0.0489    ,     10000
     1263,4.032     ,1.39      ,0.281     ,0.0478    ,     10000
     1264,4.032     ,-2.58     ,0.449     ,0.0152    ,     10000
     1265,4.032     ,-1.39     ,0.436     ,0.0130    ,     10000
     1266,4.032     ,-0.99     ,0.307     ,0.0337    ,     10000
     1267,4.032     ,-0.60     ,0.320     ,0.0108    ,     10000
     1268,4.032     ,0.99      ,0.269     ,0.0402    ,     10000
     1269,4.032     ,1.59      ,0.397     ,0.0434    ,     10000
     1270,4.032     ,3.37      ,0.500     ,0.0445    ,     10000
     1271,4.032     ,1.98      ,0.307     ,0.0271    ,     10000
     1272,4.032     ,-3.37     ,0.307     ,0.0130    ,     10000
     1273,4.032     ,0.00      ,0.217     ,0.0108    ,     10000
     1274,4.032     ,0.00      ,0.294     ,0.0184    ,     10000
     1275,4.032     ,1.19      ,0.204     ,0.0152    ,     10000
     1276,4.032     ,-0.99     ,0.269     ,0.0152    ,     10000
     1277,4.032     ,-1.19     ,0.423     ,0.0347    ,     10000
     1278,4.032     ,0.60      ,0.217     ,0.0282    ,     10000
     1279,4.032     ,2.78      ,0.346     ,0.0337    ,     10000
     1280,4.032     ,0.60      ,0.307     ,0.0108    ,     10000
     1281,4.032     ,-0.99     ,0.346     ,0.0152    ,     10000
     1282,4.032     ,1.19      ,0.397     ,0.0163    ,     10000
     1283,4.032     ,-2.18     ,0.230     ,0.0108    ,     10000
     1284,4.032     ,-2.78     ,0.436     ,0.0304    ,     10000
     1285,4.032     ,3.97      ,0.230     ,0.0337    ,     10000
     1286,4.032     ,0.20      ,0.359     ,0.0402    ,     10000
     1287,4.032     ,1.19      ,0.191     ,0.0108    ,     10000
     1288,4.032     ,0.99      ,0.269     ,0.0195    ,     10000
     1289,4.032     ,0.99      ,0.436     ,0.0108    ,     10000
     1290,4.032     ,-0.60     ,0.256     ,0.0239    ,     10000
     1291,4.032     ,-0.20     ,0.140     ,0.0163    ,     10000
     1292,4.032     ,2.58      ,0.191     ,0.0217    ,     10000
     1293,4.032     ,2.38      ,0.166     ,0.0173    ,     10000
     1294,4.032     ,3.97      ,0.140     ,0.0217    ,     10000
     1295,4.032     ,3.37      ,0.256     ,0.0195    ,     10000
     1296,4.032     ,-1.59     ,0.140     ,0.0152    ,     10000
     1297,4.032     ,-0.40     ,0.384     ,0.0250    ,     10000
     1298,4.032     ,-1.19     ,0.294     ,0.0206    ,     10000
     1299,4.032     ,1.19      ,0.294     ,0.0141    ,     10000
     1300,4.032     ,-2.18     ,0.359     ,0.0108    ,     10000
     1301,4.032     ,0.20      ,0.397     ,0.0239    ,     10000
     1302,4.032     ,1.19      ,0.346     ,0.0282    ,     10000
     1303,4.032     ,-0.99     ,0.294     ,0.0380    ,     10000
     1304,4.032     ,1.39      ,0.371     ,0.0337    ,     10000
     1305,4.032     ,-2.98     ,0.526     ,0.0304    ,     10000
     1306,4.032     ,-2.38     ,0.243     ,0.0315    ,     10000
     1307,3.968     ,-1.79     ,0.076     ,0.0380    ,     10000
     1308,3.651     ,-0.20     ,0.371     ,0.0293    ,     10000
     1309,3.905     ,3.37      ,0.513     ,0.0369    ,     10000
     1310,4.032     ,-0.40     ,0.307     ,0.0554    ,     10000
     1311,4.032     ,2.78      ,0.384     ,0.0511    ,     10000
     1312,4.032     ,2.38      ,0.153     ,0.0445    ,     10000
     1313,4.032     ,0.20      ,0.397     ,0.0380    ,     10000
     1314,4.032     ,-0.40     ,0.153     ,0.0380    ,     10000
     1315,4.032     ,1.19      ,0.281     ,0.0369    ,     10000
     1316,4.000     ,1.59      ,0.140     ,0.0358    ,     10000
     1317,4.032     ,-0.99     ,0.410     ,0.0532    ,     10000
     1318,4.032     ,0.20      ,0.243     ,0.0500    ,     10000
     1319,4.032     ,0.60      ,0.179     ,0.0554    ,     10000
     1320,4.032     ,0.40      ,0.101     ,0.0511    ,     10000
     1321,4.032     ,-2.58     ,0.204     ,0.0413    ,     10000
     1322,4.032     ,-0.99     ,0.346     ,0.0434    ,     10000
     1323,4.032     ,0.99      ,0.230     ,0.0391    ,     10000
     1324,3.810     ,0.00      ,0.294     ,0.0315    ,     10000
     1325,3.587     ,0.20      ,0.333     ,0.0587    ,     10000
     1326,4.032     ,-1.19     ,0.114     ,0.0587    ,     10000
     1327,4.032     ,0.60      ,0.359     ,0.0478    ,     10000
     1328,4.032     ,1.98      ,0.166     ,0.0445    ,     10000
     1329,4.032     ,1.59      ,0.269     ,0.0304    ,     10000
     1330,4.032     ,-2.38     ,0.217     ,0.0413    ,     10000
     1331,4.032     ,-0.99     ,0.320     ,0.0108    ,     10000
     1332,3.746     ,-0.99     ,0.037     ,0.0337    ,     10000
     1333,3.524     ,-1.19     ,0.333     ,0.0445    ,     10000
     1334,3.317     ,-1.98     ,0.204     ,0.0467    ,     10000
     1335,4.032     ,-1.59     ,0.269     ,0.0337    ,     10000
     1336,4.032     ,4.96      ,0.410     ,0.0521    ,     10000
     1337,4.032     ,0.79      ,0.423     ,0.0587    ,     10000
     1338,4.032     ,-3.37     ,0.294     ,0.0337    ,     10000
     1339,4.032     ,-0.20     ,0.423     ,0.0163    ,     10000
     1340,4.032     ,1.59      ,0.307     ,0.0358    ,     10000
     1341,4.032     ,-0.40     ,0.449     ,0.0108    ,     10000
     1342,4.032     ,-0.99     ,0.307     ,0.0293    ,     10000
     1343,4.032     ,-0.79     ,0.153     ,0.0228    ,     10000
     1344,4.032     ,2.58      ,0.346     ,0.0467    ,     10000
     1345,4.032     ,2.18      ,0.256     ,0.0282    ,     10000
     1346,4.032     ,-1.98     ,0.384     ,0.0228    ,     10000
     1347,4.032     ,-0.79     ,0.333     ,0.0163    ,     10000
     1348,4.032     ,0.40      ,0.333     ,0.0337    ,     10000
     1349,4.032     ,0.99      ,0.281     ,0.0250    ,     10000
     1350,4.032     ,-1.39     ,0.076     ,0.0521    ,     10000
     1351,4.032     ,-3.17     ,0.256     ,0.0184    ,     10000
     1352,4.032     ,3.97      ,0.230     ,0.0543    ,     10000
     1353,4.032     ,0.60      ,0.307     ,0.0304    ,     10000
     1354,4.032     ,-2.58     ,0.217     ,0.0141    ,     10000
     1355,4.032     ,-3.57     ,0.204     ,0.0163    ,     10000
     1356,4.032     ,-0.79     ,0.063     ,0.0282    ,     10000
     1357,4.032     ,0.20      ,0.410     ,0.0228    ,     10000
     1358,3.270     ,0.20      ,0.230     ,0.0467    ,     10000
     1359,3.794     ,0.99      ,0.114     ,0.0195    ,     10000
     1360,3.937     ,1.39      ,0.397     ,0.0347    ,     10000
     1361,4.032     ,0.40      ,0.346     ,0.0413    ,     10000
     1362,4.032     ,0.99      ,0.307     ,0.0424    ,     10000
     1363,4.032     ,-2.58     ,0.436     ,0.0141    ,     10000
     1364,3.587     ,-1.39     ,0.449     ,0.0163    ,     10000
     1365,3.175     ,-0.99     ,0.320     ,0.0391    ,     10000
     1366,2.714     ,-0.40     ,0.333     ,0.0163    ,     10000
     1367,2.508     ,1.19      ,0.269     ,0.0521    ,     10000
     1368,2.635     ,1.39      ,0.423     ,0.0565    ,     10000
     1369,3.540     ,3.17      ,0.474     ,0.0619    ,     10000
     1370,3.667     ,1.98      ,0.333     ,0.0489    ,     10000
     1371,3.365     ,-3.17     ,0.307     ,0.0369    ,     10000
     1372,3.143     ,0.20      ,0.230     ,0.0326    ,     10000
     1373,2.476     ,0.00      ,0.307     ,0.0434    ,     10000
     1374,2.302     ,1.59      ,0.217     ,0.0445    ,     10000
     1375,2.048     ,-0.99     ,0.281     ,0.0467    ,     10000
     1376,2.571     ,-1.19     ,0.423     ,0.0706    ,     10000
     1377,2.476     ,0.40      ,0.256     ,0.0608    ,     10000
     1378,2.889     ,3.17      ,0.346     ,0.0685    ,     10000
     1379,2.794     ,0.60      ,0.307     ,0.0434    ,     10000
     1380,2.571     ,-0.99     ,0.346     ,0.0532    ,     10000
     1381,2.778     ,1.19      ,0.410     ,0.0576    ,     10000
     1382,1.730     ,-2.18     ,0.256     ,0.0402    ,     10000
     1383,2.127     ,-2.78     ,0.436     ,0.0663    ,     10000
     1384,1.587     ,4.37      ,0.243     ,0.0695    ,     10000
     1385,2.905     ,0.40      ,0.384     ,0.0837    ,     10000
     1386,2.587     ,1.19      ,0.204     ,0.0532    ,     10000
     1387,2.571     ,0.79      ,0.269     ,0.0608    ,     10000
     1388,2.603     ,0.79      ,0.449     ,0.0478    ,     10000
     1389,2.698     ,-0.60     ,0.256     ,0.0608    ,     10000
     1390,2.571     ,0.00      ,0.140     ,0.0576    ,     10000
     1391,2.063     ,2.98      ,0.204     ,0.0608    ,     10000
     1392,2.317     ,2.58      ,0.166     ,0.0565    ,     10000
     1393,2.254     ,4.17      ,0.140     ,0.0608    ,     10000
     1394,3.016     ,3.17      ,0.256     ,0.0587    ,     10000
     1395,3.381     ,-1.59     ,0.166     ,0.0500    ,     10000
     1396,2.984     ,0.00      ,0.384     ,0.0576    ,     10000
     1397,2.746     ,-0.79     ,0.307     ,0.0554    ,     10000
     1398,2.492     ,1.39      ,0.281     ,0.0478    ,     10000
     1399,2.810     ,-1.79     ,0.384     ,0.0402    ,     10000
     1400,2.810     ,0.40      ,0.397     ,0.0521    ,     10000
     1401,3.222     ,1.39      ,0.371     ,0.0554    ,     10000
     1402,3.651     ,-0.60     ,0.320     ,0.0619    ,     10000
     1403,2.698     ,1.59      ,0.371     ,0.0598    ,     10000
     1404,3.190     ,-2.78     ,0.526     ,0.0543    ,     10000
     1405,2.698     ,-2.38     ,0.230     ,0.0489    ,     10000
     1406,3.635     ,-1.79     ,0.076     ,0.0543    ,     10000
     1407,3.286     ,0.00      ,0.371     ,0.0467    ,     10000
     1408,4.032     ,3.37      ,0.526     ,0.0532    ,     10000
     1409,2.841     ,0.00      ,0.320     ,0.0695    ,     10000
     1410,2.794     ,2.78      ,0.384     ,0.0630    ,     10000
     1411,2.825     ,2.58      ,0.153     ,0.0543    ,     10000
     1412,3.238     ,0.00      ,0.397     ,0.0478    ,     10000
     1413,3.603     ,-0.20     ,0.179     ,0.0478    ,     10000
     1414,3.635     ,1.19      ,0.294     ,0.0478    ,     10000
     1415,3.317     ,1.79      ,0.140     ,0.0434    ,     10000
     1416,3.159     ,-0.40     ,0.410     ,0.0619    ,     10000
     1417,2.794     ,0.40      ,0.243     ,0.0576    ,     10000
     1418,2.587     ,0.79      ,0.191     ,0.0652    ,     10000
     1419,2.810     ,0.79      ,0.127     ,0.0608    ,     10000
     1420,2.556     ,-2.18     ,0.217     ,0.0511    ,     10000
     1421,3.127     ,-0.79     ,0.333     ,0.0532    ,     10000
     1422,3.206     ,1.19      ,0.230     ,0.0532    ,     10000
     1423,2.619     ,0.20      ,0.320     ,0.0456    ,     10000
     1424,1.698     ,0.40      ,0.346     ,0.0717    ,     10000
     1425,2.016     ,-0.99     ,0.114     ,0.0761    ,     10000
     1426,2.127     ,0.99      ,0.346     ,0.0663    ,     10000
     1427,2.317     ,2.38      ,0.179     ,0.0608    ,     10000
     1428,2.190     ,1.79      ,0.294     ,0.0467    ,     10000
     1429,2.286     ,-1.98     ,0.230     ,0.0619    ,     10000
     1430,1.524     ,-0.60     ,0.333     ,0.0293    ,     10000
     1431,1.429     ,-0.79     ,0.050     ,0.0521    ,     10000
     1432,1.746     ,-1.19     ,0.346     ,0.0663    ,     10000
     1433,1.492     ,-1.59     ,0.217     ,0.0685    ,     10000
     1434,1.175     ,-1.59     ,0.307     ,0.0587    ,     10000
     1435,1.825     ,5.36      ,0.410     ,0.0750    ,     10000
